"TSN"	"Common Name"	"LeafType"	"LeafArrangement"	"LeafAttachment"	"LeafEdge"	"LeafVeins"	"FlowerType"	"FlowerArrangement"	"FlowerAttachment"	"FlowerSymmetry"	"FlowerPetalNumber"	"FlowerPetalColor"	"FruitType"	"FruitArrangement"	"FruitAttachment"	"FruitColor"	"BarkAttachment"	"BarkTexture"	"BarkColor"	"ThornType"	"ThornArrangement"	"ThornStiffness"	"TendrilType"	"TendrilArrangement"	"TendrilAttach"	"PlantDetails"
"024770"	"cherry, sweet"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white to pink"	"berry-like"	"multiple clusters"	"stemmed"	"red"	"firm"	"smooth or paper-like"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"young leaves hairy beneath; petiole has glands; branchlets never thorny;"
"024773"	"cherry, sour"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"whitish"	"berry-like"	"multiple clusters"	"stemmed"		"firm"	"smooth or paper-like"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"024799"	"cherry, pin"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"red"	"peeling"	"smooth or paper-like"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaf base rounded; leaves yellow-green above and pale green below; leaves long and narrow;"
"024806"	"cherry, choke"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"red to black"	"firm"	"smooth or paper-like"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"024809"	"rose, swamp"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"		"stemmed"	"radial"	"5"	"pink"	"seed-like"		"stemmed"					"short"			"no tendrils"	"no tendrils"	"no tendrils"	"stipules very narrow and inrolled; leaf stem winged; leaflets hairy beneath;"
"024819"	"rose, dog"	"compound"	"alternate"	"stemmed"	"double toothed"	"feather-like"	"regular"		"stemmed"	"radial"	"5"		"seed-like"		"stemmed"	"scarlet"	"no bark"	"no bark"	"no bark"	"short"			"no tendrils"	"no tendrils"	"no tendrils"	"leaves non-aromatic; prickles hooked; leaves smooth without glands; styles hairy and separate; stipules united to leaf stalk;"
"024833"	"rose, multiflora"	"compound"	"alternate"	"stemmed"	"double toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"			"curved, flatten"	"no tendrils"	"no tendrils"	"no tendrils"	"stipules toothed, winged and fringed; center stem of leaf with short hairs; styles smooth; leaflets 7 to 9;"
"024854"	"raspberry, black"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"black"	"no bark"	"no bark"	"no bark"	"short"	"stem only"	"stiff"	"no tendrils"	"no tendrils"	"no tendrils"	"stems erect;"
"024866"	"blackberry, common"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white to pink to purple"	"berry-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"short"	"other"		"no tendrils"	"no tendrils"	"no tendrils"	"petals longer than sepals; infloresence conspicuously stipulate-glandular; stems ascending or erect; bladelets not laciniate-cleft; blades not white-downy beneath;"
"024921"	"dewberry, northern"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white"	"seed-like"	"multiple clusters"	"stemmed"	"red to black"	"no bark"	"no bark"	"no bark"	"short"		"stiff"	"no tendrils"	"no tendrils"	"no tendrils"	
"024943"	"dewberry, swamp"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"red to black"	"no bark"	"no bark"	"no bark"	"short"		"stiff"	"no tendrils"	"no tendrils"	"no tendrils"	"growth habit creeping with canes; stems bristly; prickles narrow-based; stems somewhat woody; stipules linear to setaceous; leaves leathery;  center leaflet not acute or acuminate;"
"024997"	"rasberry, flowering"	"simple"	"alternate"	"stemmed"	"lobed & toothed"	"palm-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"pink to purple to rose"	"berry-like"	"multiple clusters"	"stemmed"	"red"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves maple-shaped; stem sticky-hairy; sepals covered with sticky purple hairs;"
"025095"	"agrimony, hairy"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"yellow"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"upper leaf surface hairy; lower leaf surface smooth except on veins; fruit with right of bristles near top"
"025098"	"agrimony, southern"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"yellow"	"seed-like"	"multiple clusters"	"stemmed"	"yellow"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stems hairy"
"025110"	"serviceberry, downy"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"red"		"furrows & ridges"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaf usually hairy beneath: leaf tip somewhat pointed; leaf purplishish when new"
"025163"	"Indian-strawberry"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"solitary"	"stemmed"	"radial"	"5"	"yellow"	"berry-like"	"solitary"	"stemmed"	"red"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"3-tooth bracts exceeding petals and sepals"
"025257"	"crabapple, wild"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"		"stemmed"	"radial"	"5"	"pink to white"	"berry-like"		"stemmed"	"greenish"			"gray"		"stem only"	"very stiff"	"no tendrils"	"no tendrils"	"no tendrils"	
"025264"	"crabapple, European"	"simple"	"alternate"	"stemmed"	"smooth"	"feather-like"	"regular"			"radial"	"5"	"white"	"berry-like"		"stemmed"				"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"025295"	"pear"	"simple"	"alternate"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"green to yellow to brown"	"firm"	"smooth or paper-like"	"brown"	"long"	"branchlet end"	"stiff"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves involute in bud; anthers red; flowers malodorous;"
"025320"	"mountain-ash, European"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"orange to red"	"firm"	"rough"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"twigs, pedicels, and lower leaf blades hairy;"
"025329"	"meadow-sweet"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white"	"seed-like"	"multiple clusters"	"stemmed"					"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"twigs may be yellow-hairy;"
"025338"	"hog-peanut"	"compound"	"opposite"	"stemmed"	"smooth"	"feather-like"	"pea-like"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"pink to red"	"seed-like"	"multiple clusters"	"stemmed"	"tan to brown"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"025342"	"steeplebush"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"pink to deep rose"	"seed-like"	"multiple clusters"	"stemmed"		"firm"	"smooth or paper-like"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves white or brownish tomentose beneath;"
"025368"	"indigo, false"	"compound"	"opposite"	"stemmed"	"smooth"	"feather-like"	"other"	"multiple clusters"	"stemless"	"radial"	"1"	"purple"	"seed-like"	"multiple clusters"	"stemless"		"firm"	"smooth or paper-like"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"yellow or orange stamen protruding; flower not a typiclal pea flower; leaves covered with resinous dots"
"025782"	"redbud"	"simple"	"alternate"	"stemmed"	"smooth"	"palm-like"	"pea-like"	"multiple clusters"	"stemmed"	"bilateral"	"5"	"reddish to purple"	"seed-like"	"multiple clusters"	"stemmed"	"brownish (pod)"	"flaking or scaling"	"plates or scales"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves heart-shaped and hairless above, hairy beneath; twigs hairless; flowers open before leaves"
"025856"	"pea, everlasting"	"compound"	"alternate"	"stemmed"	"smooth"	"parallel"	"pea-like"	"multiple clusters"	"stemmed"	"bilateral"		"pink to purple"	"seed-like"	"multiple clusters"	"stemmed"	"tan to brown"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"irregular curl"	"leaf base and tip"	"opposite"	"stipules conspicuous (1/4"" long); leaflets usually over 1.5"" long; stems winged;"
"025866"	"pea, marsh"	"compound"	"alternate"	"stemmed"	"smooth"	"feather-like"	"pea-like"	"single cluster"	"stemmed"	"bilateral"	"2"	"red to purple"	"seed-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"		"leaf tip"		"stems winged'"
"026150"	"sweet-clover, yellow"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"	"pea-like"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"yellow"	"seed-like"	"multiple clusters"	"stemmed"	"green"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"026206"	"clover, white"	"compound"	"alternate"	"stemmed"	"toothed"	"palm-like"	"pea-like"	"single cluster"	"stemmed"	"radial"	"6 or more"	"white to pinkish"	"seed-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"flowers and leaves grow on separte stalks; pale irregular mark on each leaflet;"
"026231"	"clover, low hop"	"compound"	"alternate"	"stemmed"	"toothed"	"palm-like"	"pea-like"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"yellow"	"seed-like"	"multiple clusters"	"stemmed"	"black"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"middle leaflet distinctly stalked; head with usually more than 15 flowers; usually grow prostrate on ground; terminal leaflet notched at tip; stems hairy;"
"026261"	"clover, alsike"	"compound"	"opposite"	"stemmed"	"toothed"	"palm-like"	"pea-like"	"multiple clusters"	"stemmed"	"bilateral"	"6 or more"	"white to pink to brown"	"seed-like"	"multiple clusters"	"stemmed"	"white to pink to lavender"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves not marked with triangle; leaves spring from branching stem;"
"026313"	"clover, red"	"compound"	"alternate"	"stemmed"	"hairs or bristles"	"feather-like"	"pea-like"			"bilateral"	"6 or more"	"red-purple"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaflets with pale chevron; stems hairy?;"
"026360"	"vetch, hairy"	"compound"	"alternate"	"stemmed"	"smooth"	"feather-like"	"pea-like"	"multiple clusters"	"stemless"	"bilateral"		"blue and white bicolored"	"seed-like"	"mutiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"irregular curl"	"leaf tip"		"stem with spreading hairs;"
"026362"	"birdfoot-trefoil"	"compound"	"alternate"	"stemless"	"smooth"	"feather-like"	"pea-like"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"yellow to red"	"seed-like"	"mutiple clusters"	"stemmed"	"red"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves with 3 upper leaflets and 2 stipule-like leaflets at base;"
"026407"	"bird's-foot-trefoil, narrowleaf"	"compound"	"alternate"	"stemless"	"smooth"		"pea-like"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"yellow"	"seed-like"	"mutiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"026553"	"crown-vetch"	"compound"	"alternate"	"stemmed"	"smooth"	"feather-like"	"split - upper & lower lips"	"single cluster"	"stemmed"	"bilateral"	"2"	"pink to red"	"seed-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"026714"	"locust, honey"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"	"pea-like"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"greenish to whiteish"	"seed-like"	"multiple clusters"	"stemmed"			"furrows & ridges"	"gray"	"long"	"stem only"	"very stiff"	"no tendrils"	"no tendrils"	"no tendrils"	"some thorns branched"
"027049"	"mermaid-weed"	"simple"	"alternate"	"stemless"	"toothed"	"feather-like"	"no flowers"	"solitary"	"stemless"	"radial"	"0"	"lacking"	"seed-like"	"solitary"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"fruits with concave sides; leaves submerged;"
"027079"	"loosestrife, purple"	"simple"	"opposite or whorled"	"multiple"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"magenta to purple"	"seed-like"	"multiple custers"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves downy; petals wrinkled;"
"027081"	"loosestrife, wing-angled"	"simple"	"alternate & opposite"	"stemless"	"hairs or bristles"	"feather-like"	"regular"	"solitary"	"stemmed"	"radial"	"variable"	"pink or red"	"seed-like"	"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem 4-angled and maybe slightly winged;"
"027295"	"willow-herb, northern"	"simple"	"mixed"	"stemless"	"toothed"	"feather-like"	"regular"	"solitary"	"stemmed"	"radial"	"4"	"white, pink, purple"	"seed-like"	"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves not grayish"
"027298"	"willow-herb, purple-leaved"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"pink to white"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"purple marked leaves"
"027321"	"willow-herb, small-flowered hairy"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"white"	"seed-like"	"multiple clusters"	"stemmed"	"brown with white pappus"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"027326"	"willow-herb, downy"	"simple"	"alternate"	"stemless"	"smooth"	"feather-like"	"regular"		"stemmed"	"radial"	"4"	"white to pink"	"cone-like"		"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem and leaves downy;"
"027336"	"water-purslane"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"regular"	"solitary"	"stemless"	"radial"	"4"	"green"	"seed-like"	"solitary"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stems reddish; leaves red-veined;"
"027368"	"evening-primrose, common"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"single cluster"	"stemmed"	"radial"	"4"	"yellow"	"seed-like"	"single cluster"	"stemmed"	"brown"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stigma cross-shaped; sepals reflexed; flower lemon-scented & open evening; stem hairs & purple tinged; leaf edge wavy; petals shallowly notched; fruit 4-winged;"
"027369"	"sundrops, common"	"simple"	"alternate"	"stemless"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"yellow"	"seed-like"	"multiple clusters"	"stemmed"	"brown"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"pods ribbed; flowers day blooming;"
"027372"	"sundrops, small"	"simple"	"alternate"	"stemless"	"smooth"	"feather-like"	"regular"	"solitary"	"stemmed"	"radial"	"4"	"yellow"	"seed-like"	"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"flowers on leafy raceme;"
"027567"	"nightshade, common enchanter's"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"variable"	"white, yellowish"		"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"027776"	"olive, autumn"	"simple"	"alternate"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"yellowish white"	"berry-like"	"multiple clusters"	"stemmed"	"reddish"				"short"		"stiff"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves green above;"
"027799"	"dogwood, silky"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"blue to white"			"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"027806"	"dogwood, flowering"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"regular"	"solitary"	"stemmed"	"radial"	"4"	"white"	"berry-like"	"solitary"	"stemmed"	"red to yellow"		"rough"	"red"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"027813"	"dogwood, alternate-leaved"	"simple"	"alternate"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"blue"		"plates or scales"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"027821"	"sour-gum"	"simple"	"alternate"	"stemmed"	"smooth"	"feather-like"	"ball-like"	"multiple clusters"	"stemmed"			"green"	"berry-like"	"multiple clusters"	"stemmed"	"blue to black"		"furrows & ridges"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"027946"	"wahoo, winged"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"		"4"	"whitish"	"seed-like"	"multiple clusters"	"stemmed"	"purplish"	"firm"	"other"	"green"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"twigs with 4 corky wings;"
"027950"	"wintercreeper"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"						"seed-like"			"reddish"				"no thorns"	"no thorns"	"no thorns"	"aerial rootlets"		"along main stem"	"plant rarely flowers; twigs green and squarrish;"
"027951"	"strawberry-bush, running"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"yellow, green, purple"	"berry-like"	"multiple clusters"	"stemmed"	"white to red"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"027982"	"holly, American"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"red"		"smooth or paper-like"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"028193"	"mercury, Virginia threeseed"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemless"	"radial"	"6 or more"	"greenish"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"028573"	"buckthorn, European"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"variable - single & multiple clusters"	"stemmed"		"variable"	"green to greenish-white"	"berry-like"	"variable - single & multiple"	"stemmed"			"smooth or paper-like"	"brown"	"short"	"branchlet end"		"no tendrils"	"no tendrils"	"no tendrils"	"some branches ending in short thorns;"
"028579"	"buckthorn, glossy"	"simple"	"alternate"	"stemmed"	"smooth"	"feather-like"	"ball-like"	"multiple clusters"	"stemmed"	"radial"	"5"	"yellow"	"berry-like"	"multiple clusters"	"stemmed"	"green to red to black"	"firm"	"smooth or paper-like"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"028602"	"creeper, Virginia"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"variable"	"white to green"	"berry-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"irregular curl"			"tendrils ending in disks;"
"028607"	"grape, summer"	"simple"	"alternate"	"stemmed"	"lobed & toothed"	"palm-like"	"regular"	"multiple clusters"	"stemmed"			"greenish"	"berry-like"	"multiple clusters"	"stemmed"	"black"	"fibrous"	"smooth or paper-like"	"brown"	"no thorns"	"no thorns"	"no thorns"	"spiral"	"at leaf node"	"every third lea"	"tendril missing every third leaf; flower cluster missing every third leaf; underside of leaf hairy, covered with matted wool or whitish;"
"028608"	"grape, fox"	"simple"	"alternate"	"stemmed"	"lobed & toothed"	"palm-like"	"regular"	"multiple clusters"	"stemmed"			"green"	"berry-like"	"multiple clusters"	"stemmed"	"purplish"				"no thorns"	"no thorns"	"no thorns"	"spiral"	"opposite leaf"		"underside of leaves hairy, covered with matted wool or whitened;"
"028610"	"grape, frost"	"simple"	"alternate"	"stemmed"	"lobed"	"feather-like"	"regular"	"multiple clusters"					"berry-like"	"multiple clusters"	"stemmed"		"fibrous"	"other"	"brown"	"no thorns"	"no thorns"	"no thorns"	"irregular curl"	"at leaf node"	"opposite leaf"	"leaf underside green and smooth or nearly so; pith interrupted by nodal diaphragm; leaf axils hairy;"
"028624"	"grape, riverbank"	"simple"	"alternate"	"stemmed"	"lobed & toothed"	"palm-like"	"regular"	"multiple clusters"	"stemmed"			"greenish"	"berry-like"	"multiple clusters"	"stemmed"	"bluish-black (with bloom)"	"fiberous"	"smooth or paper-like"	"brown"	"no thorns"	"no thorns"	"no thorns"	"spiral"			"underside of leaves green and smooth or nearly so; leaf hairy only in axils;"
"028718"	"buckeye, Ohio"	"compound"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"		"yellowish"	"nut-like"	"multiple clusters"	"stemmed"	"brown"	"firm"	"rough"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"fruit: with short prickles"
"028721"	"horse-chestnut"	"compound"	"opposite"	"stemmed"	"toothed"	"palm-like"	"regular"	"multiple clusters"	"stemmed"			"white"	"nut-like"	"multiple clusters"	"stemmed"	"green"	"firm"	"plates or scales"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaflets broadest above the middle; fruit with long sharp prickles"
"028728"	"maple, red"	"simple"	"opposite"	"stemmed"	"lobed & toothed"	"palm-like"	"petal-less"	"multiple clusters"	"stemmed"			"yellow to red"	"key, winged"	"multiple clusters"	"stemmed"	"red to brown"	"firm"	"plates or scales"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves red when young; leaves whitish and slightly hairy beneath"
"028731"	"maple, sugar"	"simple"	"opposite"	"stemmed"	"lobed"	"palm-like"	"petal-less"	"multiple clusters"	"stemless"	"radial"		"yellowish green"	"key, winged"	"multiple clusters"	"stemmed"	"yellow to tan"	"flaking or scaling"	"plates or scales"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves dull green above, leaves pale green to white often with hairs on veins beneath"
"028741"	"maple, Amur"	"simple"	"opposite"	"stemmed"	"lobed & toothed"	"palm-like"						"yellow to green"	"key, winged"	"multiple clusters"	"stemmed"	"reddish (wings)"		"smooth or paper-like"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"wings of seed sometimes touching"
"028749"	"box-elder"	"compound"	"opposite"	"stemmed"	"toothed"	"feather-like"	"petal-less"	"multiple clusters"				"pink (male); yellow to green (female)l"	"key, winged"	"multiple clusters"	"stemmed"	"tan"	"firm"	"furrows & ridges"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"twigs hairless, green or purplish and glossy; twigs frequently with white powder; leaflets often three-pointed and somewhat lobed; leaves occasionally lobed'"
"028757"	"maple, silver"	"simple"	"opposite"	"stemmed"	"lobed"	"palm-like"	"petal-less"	"multiple clusters"	"stemless"			"red to yellow"	"key, winged"	"multiple clusters"	"stemmed"	"green to brown to red"	"firm"	"plates or scales"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"outer wings of keys at about 90 degree angle to each other; twig malodorous; leaf silvery beneath; sometime hairs on underside veins"
"028758"	"maple, mountain"	"simple"	"opposite"	"stemmed"	"lobed"	"palm-like"	"regular"	"multiple clusters"	"stemmed"			"yellow"	"key, winged"	"multiple clusters"	"stemmed"	"yellow"			"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"small hairs along leaf edge"
