"TSN"	"Common Name"	"Native?"	"Invasive?"	"Typical Habitat"	"Typical flowering time"	"Typical fruiting time"	"Growth habit"	"Annual, Biennial, Perennial"	"Toxicity"	"Medical Uses"	"Culinary Uses"	"Ornamental Uses"	"Other Uses"	"Status-Local"	"Status-State"	"Status-US"	"Status-Global"	"ECR"	"HHCP"	"LEB"	"UWB"	"WSP"	"AR"
"032474"	"richweed"	"yes"		"damp woods"	"Jul-Sep"		"herb"	"perennial"	"small doses of leaves may cause vomiting"	"leaf poultice for burns, bruises, wounds; root tea for indigestion, diarrhea"	"no data"	"no data"	"no data"					"yes"	"yes"				
"032520"	"pennyroyal, American"	"yes"		"dry fields"	"Jul-Sep"		"herb"	"annual"	"ingesting can be fatal; may cause contact dermatitis"	"leaf tea for colds, fevers, coughs, indigestion, liver & kidney ailments, headaches"	"no data"	"no data"	"no data"						"yes"				
"032539"	"henbit"	"no"		"roadsides, waste ground"	"Mar-Nov"		"herb"	"annual"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"032543"	"dead-nettle, purple"	"no"		"roadsides, waste places"	"Apr-Oct"		"herb"	"annual"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"			"yes"	
"032548"	"mother-wort, common"	"no"		"roadsides, waste ground"	"Jun-Aug"		"herb"	"perennial"	"no data"	"leaf tea promotes regular menses, aids childbirth, asthma, heart palpatations; insomnia; sciatica, fever, stomach aches"	"no data"	"no data"	"no data"						"yes"				
"032565"	"balm, common"	"no"		"open woods, barnyards"	"Jun-Aug"		"herb"	"perennial"	"no data"	"leaf tea for fevers, headaches, colds, insomnia, sedative; poultice for sores, tumors, insect bites; anti-viral, anti-bacteri"	"no data"	"no data"	"no data"					"yes"	"yes"				
"032765"	"skullcap, mad-dog"	"yes"		"rich thickets, meadows, wet woods"	"Jun-Sep"		"herb"	"perennial"	"large doses may be toxic"	"tea for rabies, sedative, nerve tonic, epilepsy, anxiety, neuralgia; scutellarin is a known sedative and anti-spasmodic"	"no data"	"no data"	"no data"					"M"	"yes"				
"032770"	"skullcap, downy"	"yes"		"upland woods"	"Jun-Aug"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"M"					
"032874"	"plantain, narrow-leaved"	"no"		"lawns, waste places"	"Apr-Nov"		"herb"	"annual"	"some plantains may cause dermatitis"	"leaf tea for coughs, diarrhea, dysentry, bloody urine; leaves direct on blisters, sores, ulcers, swelling, insect bites,"	"no data"	"no data"	"no data"	"common"	"common"	"common"	"common"	"yes"	"yes"				"yes"
"032887"	"plantain, common"	"no"		"waste places, roadsides"	"Jun-Oct"		"herb"	"annual"	"no data"	"leaf tea for coughs, diarrhea, bloody urine; leaves directly for blisters, sores, ulcers, swelling, insect bites, earaches,"	"no data"	"no data"	"no data"	"common"	"common"	"common"	"common"	"yes"	"yes"				"yes"
"032929"	"ash, green"	"yes"	"no"	"stream sides, swamps, seasonally flooded forests"	"May"	"Jun-Sep"	"tree"	"perennial"	"no data"	"no data"	"no data"	"used to revegetate strip mines; street shade tree"	"no data"						"yes"				"yes"
"032931"	"ash, white"	"yes"	"no"	"moist slopes and vallleys"	"early spring"	"Jun-Oct"	"tree"	"perennial"	"no data"	"inner bark used as emetic, laxative, bile remover, tonic, stomach cramps, fever, diuretic; externally used for sores, itching"	"no data"	"no data"	"no data"					"yes"	"yes"				
"032945"	"ash, black"	"yes"	"no"	"cold swamps, bogs"	"early spring"	"late summer"	"tree"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"032976"	"privet, Japanese"	"no"		"moist woods, fields"	"Jun"		"shrub"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				
"032980"	"privet, common"	"no"		"open woods, fields, borders, thickets"	"Jun"		"shrub"	"perennial"	"fruit considered poisonness"	"no data"	"no data"	"widely planted hedge"	"no data"					"yes"					"yes"
"032996"	"lilac"	"no"		"escape from cultivation, abandon farms"	"May"		"shrub"	"perennial"	"no data"	"no data"	"no data"	"cultivated for flower color and fragrance"	"no data"					"yes"	"yes"				
"033182"	"turtlehead"	"yes"	"no"	"wet ground, stream banks"	"Jul-Aug"	"Aug-Sep"	"herb"	"perennial"	"no data"	"leaf tea to stimulate appetite, reduce fever,"	"no data"	"no data"	"no data"					"yes"	"yes"				
"033216"	"butter-and-eggs"	"no"		"roadsides, waste places"	"May-Sep"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"033235"	"monkey-flower, common"	"yes"		"stream edges, swamps"	"Jun-Sep"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"033365"	"lousewort, swamp"	"yes"		"wet meadows, limy soil"	"Aug-Oct"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"033389"	"mullein, moth"	"no"		"roadsides, waste places, vacant lots"	"Jun-Oct"		"herb"	"biennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"			"yes"	"yes"
"033394"	"mullein, common"	"no"		"roadsides, fields"	"Jun-Sep"		"herb"	"biennial"	"hairs may irritate skin; leaves contain rotenone and coumain - blood thinne"	"leaf and flower tea for anti-spasmodic, expectorant; diuretic, chest cold, asthma, bronchitis; leaf poultice for ulcers, pile"	"no data"	"no data"	"no data"					"yes"	"yes"				
"033398"	"speedwell, common"	"no"		"dry soils, fields"	"May-Sep"		"herb"	"perennial"	"no data"	"root or leaf tea for promote urination, blood purification, skin and kidney ailments, coughs, asthma, lung ailments, gout,"	"no data"	"no data"	"possibly toxic to grazing animals"						"yes"				"yes"
"033405"	"speedwell, bird's-eye"	"no"		"woods, fields, lawns, gardens"	"Apr-Aug"		"herb"	"annual"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"	"yes"			
"033411"	"speedwell, corn"	"no"		"waster ground"	"May-Sep"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				"yes"
"033417"	"speedwell, slender"	"no"		"lawns"	"May-Sep"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"033423"	"speedwell, thyme-leaved"	"no"		"lawns, roadsides"	"May-Sept"		"herb"	"perennial"	"no data"	"leaf juice for ear ache; leaf poultice for boils; leaf tea for chills, coughs"	"no data"	"no data"	"no data"					"yes"	"yes"				
"033460"	"princess-tree"	"no"		"stream edges"	"Apr-May"		"tree"	"perennial"	"contains potentially toxic compounds"	"leaf wash for growth, premature graying; leaf tea for swollen feet; inner bark tincture for fevers, delirium; poultice bruise"	"no data"	"no data"	"no data"						"yes"				
"033881"	"foxglove"	"yes"		"fields, open woods"	"May-Jun"		"herb"		"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				
"034274"	"squaw-root"	"yes"	"no"	"moist woods"	"May-Jun"		"herb (parasite on oaks)"		"no data"	"no data"	"no data"	"no data"	"no data"						"yes"	"yes"			
"034276"	"beechdrops"	"yes"		"moist woods under beech trees"	"Aug-Oct"		"herb (parasite on beech trees)"		"no data"	"tea aids diarrhea, dysentery, mouth sores, cold sores"	"no data"	"no data"	"no data"					"yes"	"yes"	"yes"			
"034313"	"catalpa, southern"	"no"	"no"	"moist valleys; steam banks"	"May-Jul"	"fall"	"tree"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"no"				
"034315"	"catalpa, northern"	"no"	"no"	"riverbanks, bottomlands"	"May-Jul"	"autumn"	"tree"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"034505"	"cardinal-flower"	"yes"	"no"	"stream banks, damp meadows"	"Jul-Sep"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"034524"	"Indian-tobacco"	"yes"	"no"	"roadside, fields, open woods"	"Jul-Oct"		"herb"	"annual"	"toxic to humans - emetic, expectorant, sedative"	"used to treat respiratory and muscle disorders"	"no data"	"no data"	"bug repellant when burned, leaves smoked"					"yes"	"yes"				
"034531"	"lobelia, great"	"yes"		"moist wet places, swamps"	"Aug-Sep"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"034786"	"buttonbush"	"yes"	"no"	"flood plains, along waterways, swamps"	"Apr-Jul"	"Sep-Dec"	"shrub"	"perennial"	"may be poisonnes if ingested"	"bark for toothaches, eye inflammation, stop bleeding; leaf reduce coughs"	"no data"	"no data"	"no data"						"no"			"yes"	
"034797"	"cleavers"	"yes"		"woods, thickets"	"May-Jun"		"herb"	"annual"	"may cause contact dermatitis"	"tea from whole plant blood, bladder & kidney ailments, diuretic, dropsy, fevers, lowers blood pressure, anti-inflammatory"	"no data"	"no data"	"no data"						"yes"				
"034798"	"bedstraw, rough"	"yes"		"damp woods"	"summer"	"fall"	"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"										"yes"
"034803"	"bedstraw, southern three-lobed"	"yes"		"swamps, low ground"	"Jun-Jul"	"Jul-Aug"	"herb"		"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"035038"	"bluets"	"yes"		"grass, fields"	"Apr-Jul"		"herb"	"perennial"	"no data"	"leaf tea used to stop bed wetting"	"no data"	"no data"	"no data"					"yes"	"no"				
"035045"	"houstonia, narrow-leaved"	"yes"		"open woods"	"Jun-Sep"		"herb"	"perennial"	"no data"	"leaf tea used to stop bed wetting"	"no data"	"no data"	"no data"					"M"					
"035063"	"partridge-berry"	"yes"		"dry or moist woods"	"Jun-Jul"		"herb"	"perennial"	"no data"	"leaf tea for child birth aid, astringent, piles, dysentry, diuretic; external wash for hives, arthritis, rheumatism"	"berry edible"	"no data"	"no data"							"yes"			
"035251"	"arrowwood, southern"	"yes"		"woods, thickets"	"Jun-Aug"	"Aug-Nov"	"shrub"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				"yes"
"035254"	"arrowwood, northern"	"yes"		"variable"	"May-Jun"		"shrub"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				
"035266"	"nannyberry"	"yes"		"woods, roadsides"	"May-Jun"		"shrub"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"										"yes"
"035270"	"cranberrybush, European"	"no"		"moist woods"	"Jun-Jul"		"shrub"	"perennial"	"unripe berries considered potentially poisonous"	"bark tea for spasms, menstrual cramps, astringent; fruit and leaves for emetic, laxative,"	"no data"	"no data"	"no data"		"common"	"common"	"common"	"yes"	"yes"	"yes"			"yes"
"035272"	"snowball, Japanese"	"no"					"shrub"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"035282"	"honeysuckle, Canada fly"	"yes"		"woods"	"Apr-Aug"		"shrub"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"
M"					
"035283"	"honeysuckle, Japanese"	"no"	"YES"	"woods edges, roadsides, thickets"	"Apr-Jul"		"shrub"	"perennial"	"no data"	"leaf tea for bacterial dysentry; laryngitis, fever, flu, rheumantism, sores, boils, scabies,"	"leaves to make tea"	"no data"	"no data"						"yes"				"yes"
"035286"	"honeysuckle, showy pink"	"no"		"woods edge, uplands, wet roadsides"	"May"	"Jun"	"shrub"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"035298"	"honeysuckle, Amur"	"no"		"escape"	"Jun"	"Sep"	"shrub"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"										"yes"
"035299"	"honeysuckle, Morrow's"	"no"	"YES"	"field borders, thickets"	"May-Jun"		"shrub"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				"yes"
"035306"	"honeysuckle, Tatarian"	"no"			"May-Jun"	"Jun-Aug"	"shrub"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"035324"	"elderberry, black"	"yes"		"moist woodlands"	"Jul-Aug"		"shrub"	"perennial"	"poisonous if ingested raw"	"no data"	"can be made into jelly if cooked"	"no data"	"no data"					"M G"	"yes"				
"035326"	"elder, red-berried"	"yes"		"moist woodlands"	"May-Jun"		"shrub"	"perennial"	"poisonous if ingested raw"	"no data"	"can be made into jelly if cooked"	"no data"	"no data"					"M"		"yes"			
"035337"	"coralberry"	"yes"		"dry rocky soils, woods, thickets"	"Jun-Aug"		"shrub"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"035404"	"teasel, common"	"no"		"disturbed places"	"Jul-Sep"		"herb"	"biennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				"yes"
"035423"	"yarrow"	"no"	"no"	"roadside"	"Jun-Aug"		"herb"		"large or frequent doses over time may be harmful,"	"tea from dried flowers treats colds, fevers, indig"	"no data"	"frequent garden plant"	"no data"	"common"	"common"	"common"	"common"	"yes"	"yes"				
"035505"	"mugwort, common"	"no"		"roadside, fields, waste places"	"Jul-Aug"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"	"common"	"common"	"common"	"common"	"yes"	"yes"				"yes"
"035707"	"beggar-ticks, devil's"	"yes"		"wet places, damp ground, fields"	"Aug-Oct"		"herb"	"annual"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				"yes"
"035710"	"stick-tight, nodding"	"yes"																	"no"			"yes"	
"035713"	"sunflower, midwest tickseed"	"yes"		"wet meadows, swampy spots"	"Aug-Oct"		"herb"	"annual or biennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"035718"	"beggar-ticks, purple-stemmed"	"yes"		"wet places, swamps"	"Aug-Oct"		"herb"	"annual"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"			"yes"	
"035804"	"fleabane, daisy"	"yes"		"fields, roadsides, wet places"	"May-Oct"		"herb"	"annual or biennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				
"035809"	"fleabane, Philadelphia"	"yes"		"thickets, fields, open woods"	"Apr-Jul"		"herb"	"perennial"	"possible contact dermatitis"	"tea from whole plant for kidney stones, diabetes, intestinal troubles, piles, coughs, tumors"	"no data"	"no data"	"no data"					"yes"	"yes"				
"035951"	"fleabane, rough"	"yes"		"disturbed sites"			"herb"	"annual or biennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"no"				
"035980"	"boneset, common"	"yes"		"meadow edges, thickets, swamps"	"Jul"		"herb"	"perennial"	"emetic & laxative in large doses; may damage liver"	"treats colds, constipation, flu, fevers, malaria, spasms, pneumonia, gout, pleurisy"	"dried leave make tea"	"no data"	"no data"					"yes"	"yes"				"yes"
"035981"	"thoroughwort, late-flowering"	"yes"		"moist woods, thickets, bottomland, clearings"	"Sep-Oct"		"herb"		"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"036006"	"sneezeweed, common"	"yes"		"wet meadows, thickets, swamps"	"Aug-Oct"		"herb"	"perennial"	"may cause contact dermatitis;"	"dried leaves used as snuff; leaf tea for intestinal problems, worms, fevers; Helenalin has anti-tumor properties"	"no data"	"no data"	"no data"					"M"					
"036194"	"groundsel, common"	"no"		"waste places"	"May-Oct"		"herb"	"perennial"	"may contain highly toxic pyrrolizidine alkaloids"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"			"yes"	
"036213"	"dandelion, common"	"no"		"lawns, fields, roadsides"	"Mar-Oct"		"herb"		"possible dermatitis from latex in stem or leaves"	"root tea for liver, gall baldder, kidney; tonic for indigestion, constipation; root is hypoglycemic, increase bile flow,"	"roasted root is coffee substitute, all part edible"	"no data"	"no data"	"common"	"common"	"common"	"common"	"yes"	"yes"			"yes"	"yes"
"036224"	"goldenrod, Canada"	"yes"		"moist or dry open places, thin woods"			"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					"yes"
"036228"	"goldenrod, tall"	"yes"		"roadsides, clearings, open woods"	"Aug-Nov"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				"yes"
"036234"	"goldenrod, white"	"yes"		"dry woods, rocky places"	"Aug-Sep"		"herb"		"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"036238"	"goldenrod, blue-stemmed"	"yes"		"woodlands, thickets"	"Aug-Oct"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				"yes"
"036257"	"goldenrod, zigzag"	"yes"		"rich woods"	"Sep"	"Oct"	"herb"		"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					"yes"
"036259"	"goldenrod, smooth"	"yes"		"moist of dry open places"			"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"036270"	"goldenrod, early"	"yes"		"damp soils, rocky banks, roadsides, open woods"	"Jul-Sep"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				
"036281"	"goldenrod, gray"	"yes"		"old pastures, dry open woods, dry or sandy soil"	"Jul-Nov"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"036284"	"goldenrod, fragrant"	"yes"		"open woods, dry sandy soils, clearings"			"herb"		"no data"	"no data"	"no data"	"no data"	"no data"		"THREATENED"			"yes"					
"036294"	"goldenrod, dusty"	"yes"		"barrens, dry sandy or sterile soils"	"Aug-Oct"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"		"ENDANGERED"				"yes"				
"036299"	"goldenrod, wrinkled-leaf"	"yes"		"roadside, banks, open spaces, thickets"	"Jul-Oct"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"036317"	"goldenrod, bog"	"yes"		"bogs, swamps, wet thickets"	"Aug-Sep"		"herb"		"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"036330"	"mayweed"	"no"		"waste places, roadsides"	"May-Sep"		"herb"	"annual"	"may cause skin rash"	"whole plant tea used to induce vomiting, astringen"	"no data"	"no data"	"no data"						"yes"				
"036335"	"thistle, Canada"	"no"	"YES"	"roadside, pastures, fields"	"Jul-Sep"		"herb"	"perennial"	"no data"	"leaf tea is diuretic, aids skin ulcers, poison ivy; root tea for dysentry"	"no data"	"no data"	"no data"					"yes"	"yes"			"yes"	
"036428"	"thistle, bull"	"no"		"roadsides, fields"	"Jun-Sep"		"herb"		"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				
"036466"	"snakeroot, white"	"yes"	"no"	"rich woodlands"	"Jul-Oct"		"herb"		"milk from cows who have eaten toxic to man"	"no data"	"no data"	"no data"	"no data"	"common"				"yes"	"no"				
"036496"	"ragweed, common"	"yes"		"old fields, disturbed wet meadow"		"Aug-Sep"	"herb"	"annual"	"some people allergic to pollen touch or inhaled"	"leaves used to treat insect bites, infected toes,"	"no data"	"no data"	"no data"	"common"	"common"	"common"	"common"		"yes"				
"036521"	"ragweed, giant"	"yes"		"moist woods"			"herb"	"annual"	"some people allergice to pollen touched or inhaled"	"leaves in tea treatment for prolapsed uterus, feve"	"no data"	"no data"	"no data"						"yes"				
"036545"	"burdock, great"	"no"		"roadsides, limey soils"	"Jul-Oct"		"herb"	"biennial"	"leaf hairs may irritate skin"	"root tea used as blood purifier, diuretic, sweatin"	"no data"	"no data"	"no data"						"yes"				
"036546"	"burdock, common"	"no"		"waste ground, roadsides"	"Jul-Oct"		"herb"	"biennial"	"no data"	"tea from root used as blood purifier, diuretic,gou"	"no data"	"no data"	"no data"						"yes"				
"036608"	"lettuce, prickly"	"yes"		"fields, waste places"	"Jul-Sep"		"herb"	"annual or biennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"036646"	"sunflower, hairy"	"yes"		"dry woods, open places"	"Jul-Oct"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"		"common"	"common"	"common"	"yes"					
"036717"	"pussy-toes, plantain-leaved"	"yes"		"dry woods, pastures, fields"	"Apr-Jun"		"herb"	"perennial"	"no data"	"whole plant in boiled milk to treat dysentery; as"	"no data"	"no data"	"no data"	"common"	"common"	"common"	"common"	"yes"	"no"	"yes"			
"036763"	"chicory"	"no"		"roadsides, disturbed places"	"Jun-Oct"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"	"common"	"common"	"common"	"common"	"yes"	"yes"				
"036765"	"Susan, black-eyed"	"yes"		"dry fields, roadsides, open woods, waster places"	"Jun-Oct"		"herb"	"biennial to perennial"	"may cause dermatitis"	"root tea for worms, colds; root wash for sores, snakebites, swellling; root juice for ear aches"	"no data"	"no data"	"no data"	"common"	"common"	"common"	"common"	"yes"	"yes"				"yes"
"036775"	"coneflower, green-headed"	"yes"		"moist rich ground, thickets"	"Jul-Sep"		"herb"	"perennial"		"flower poultice for burns,"	"spring greens in salads"	"no data"	"no data"					"yes"				"yes"	
"036826"	"daisy, English"	"no"		"lawns, roadsides"	"Apr-May"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"	"common"	"common"	"common"	"common"	"yes"	"no"				
"037113"	"horseweed, common"	"yes"		"open disturbed places"	"summer-fall"		"herb"	"annual or biennial"	"may cause dermatitis"	"tea used for diarrhea, kidney stones, diabetes, bleeding, piles, cough, eczema, ringworm"	"no dat"	"no data"	"no data"					"yes"	"yes"				
"037139"	"coreopsis, lance-leaved"	"yes"		"fields, roadsides, dry sandy places"	"Apr-Jun"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"no"				
"037155"	"tickseed, thread-leaved"	"no"		"woods, thickets, dry soil, clearings"	"Jun-Aug"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"037281"	"coneflower, purple"	"yes"		"moist woods and prairies"	"summer to fall"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"037352"	"goldenrod, flattop"	"yes"		"open ground, moist to dry open soil"	"Aug"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				"yes"
"037415"	"quickweed, common"	"no"		"garden, fields, wet places"	"Jun-Nov"		"herb"	"annual"	"no data"	"no data"	"leaves edible as cooked greens"	"no data"	"no data"	"common"				"yes"					
"037697"	"hawkweed, orange"	"no"		"roadsides, fields"	"Jun-Sep"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"037718"	"hawkweed, panicled"	"yes"		"dry woods"	"Jul-Sep"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"		"yes"			
"037720"	"hawkweed, mouse-ear"	"no"		"fields, pastures, lawns"	"Jun-Sep"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"037727"	"hawkweed, rough"	"yes"		"woods, clearings"	"Jul-Sep"		"herb"		"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"037794"	"cat's-ear, spotted"	"no"		"roadsides, lawns, fields, grassy places"	"May-Sep"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				"yes"
"037810"	"dwarf-dandelion, orange"	"yes"		"meadows, open woods"	"May-Oct"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"037830"	"nipplewort"	"no"		"roadsides, waste places"	"Jun-Sep"		"herb"	"annual"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"037883"	"dandelion, fall"	"no"		"fields, lawns, roadsides"	"Jun-Nov"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"037903"	"daisy, ox-eye"	"no"		"fields, roadsides"	"Jun-Aug"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					"yes"
"037915"	"blazing-star, slender"	"yes"		"dry open places"	"Jul-Sep"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"037937"	"blazing-star, thick-spiked"	"yes"		"damp prairies"	"Jul-Oct"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"038273"	"rattlesnake-root, tall"	"yes"		"moist woods"	"Jul-Oct"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				
"038424"	"sow-thistle, spiny-leaved"	"no"		"roadsides, waste places"	"Jun-Oct"		"herb"	"annual"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"			"yes"	
"038427"	"sow-thistle, common"	"no"		"fields, waste places"	"Jul-Oct"		"herb"	"annual"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"038583"	"coltsfoot"	"no"		"roadsides, waste places"	"Mar-Jun"		"herb"	"perennial"	"potentially toxic in large doses due to liver-affecting toxins"	"leaf and flower tea for expectorant, sore throats, coughs, asthma, lung problems; dried leaves for coughs, asthma;"	"dried leave for tea; fresh leaf extract for cough"	"no data"	"no data"					"yes"	"yes"				"yes"
"038597"	"wingstem"	"yes"		"woods, stream banks, thickets"	"Aug-Oct"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"	"common"	"common"	"common"	"common"	"yes"					
"038634"	"ironweed, tall"	"yes"		"rich wet soil, moist meadow"	"Aug-Oct"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"			"yes"	
"038692"	"cocklebur, common"	"yes"		"roadside, beaches, dunes, waste places"	"Aug-Oct"		"herb"	"annual"	"no data"	"root for tumors, rabies, fevers, malaria, diuretic, sedative; leaf tea for kidney disease; diarrhea, rheumatism, tuberculosis"	"no data"	"no data"	"most cocklebur species are toxic to grazing cattle"						"yes"				"yes"
"038895"	"water-plantain, southern"	"no"		"aquatic"	"Jun-Oct"		"herb"	"perennial"	"no data"	"tea from dried leaves is diuretic, kidney stones,."	"no data"	"no data"	"no data"						"yes"				
"039027"	"pondweed, ribbon-leaved"	"yes"		"aquatic"			"herb"		"no data"	"no data"	"no data"	"no data"	"no data"					"M"					
"039169"	"spiderwort, Ohio"	"yes"		"woods edges, roadsides, meadows"	"Apr-Jul"		"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"042325"	"cattail, narrow-leaved"	"no"		"marshes,"	"May-Jul"		"herb"	"perennial"	"no data"	"root tea for kidney stones"	"no data"	"no data"	"may be toxic to grazing cattle"					"yes"	"yes"				
"042326"	"cattail, common"	"yes"		"clean marshes"			"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"					"yes"					
"042328"	"cattail, hybrid"	"no"					"herb"	"perennial"	"no data"	"no data"	"no data"	"no data"	"no data"										"yes"
"042525"	"Jack-in-the-pulpit"	"yes"	"no"	"damp woods, swamps"	"Apr-Jun"	"Sep-Oct"	"herb"	"perennial"	"strong burn reaction if eaten - calcium oxalate cr"	"roots used to treat colds, coughs,asthma, bronchit"	"taproot can be eaten as vegetable"	"no data"	"no data"					"yes"	"no"				
"042635"	"garlic, wild"	"yes"		"moist meadows, open woods, roadsides"	"May-Jun"		"herb"		"no data"	"no data"	"no data"	"no data"	"no data"					"yes"	"yes"				
"042636"	"chives"	"no"			"Jul"		"herb"		"no data"	"no know medical uses"	"flavoring"	"no data"	"no data"						"yes"			"yes"	
"042637"	"garlic, field"	"no"		"meadow, old field, stream bank, wetland"	"Apr"	"May"	"herb"		"no data"	"no data"	"no data"	"no data"	"no data"						"yes"				
"042652"	"garlic"	"no"		"moist woods"		"Jul"	"herb"	"perennial"	"essential oils and be skin irritating"	"tincture used for colds, fevers, coughs, and more"	"flavoring in many foods"	"no data"	"no data"						"yes"				
"042672"	"leek, wild"	"yes"		"woods, flood plains, ravines"	"Jun-Aug"		"herb"	"perennial"	"no data"	"crushed bulb juice for insect stings, earache; roo"	"foliage and bulbs in soups and salads"	"no data"	"no data"	"common"	"common"	"common"	"common"	"yes"	"yes"				
